Distrikt,Adresse,Type,Tømningshyppighed,Placering,Andet,northing,easting
Nord,Vestre Strandalle / Forteledet 2A,Holcher,1 gang,ved busstop,,56.19376,10.23449
Nord,Nordre Strandvej 31,Holcher,1 gang,ved busstop,højsommer 2-3 gange,56.19367,10.24445
Nord,Nordre Strandvej 15,Holcher,2 gange,ved busstop,højsommer 2-3 gange,56.19223,10.24161
Nord,Rolighedsvej 45,Holcher,1 gang,ved busstop,højsommer 2-3 gange,56.18921,10.23823
Nord,Roligehdsvej v/ kirken,RM 70,1 gang,ved bænk,højsommer 2-3 gange,56.18785,10.23786
Nord,Rolighedsvej ved park,Holcher,1 gang,ved busstop,højsommer 2-3 gange,56.18460,10.23639
Nord,Harald Selmers Vej 45,Holcher,1 gang,ved busstop,,56.18471,10.22939
Nord,Harald Selmers Vej 66,Holcher,1 gang,ved bussstop,,56.18443,10.22995
Nord,Stationsgade ved banen,tråd stativ,1 gang,p.plads,højsommer 2-3 gange,56.18073,10.23464
Nord,Nordre Strandvej v/ Bellevuehallen,Holcher,1 gang,ved busstop,højsommer 2-3 gange,56.19464,10.24679
Nord,Nordre Strandvej 90,Holcher,1 gang,ved busstop,højsommer 2-3 gange,56.19805,10.25348
Nord,Nordre Standvej 114 B,Holcher,1 gang,ved busstop,højsommer 2-3 gange,56.20021,10.25771
Nord,Nordre Strandvej 140,Holcher,1 gang,ved busstop,højsommer 2-3 gange,56.20162,10.26310
Nord,Nordre Strandvej 166,Holcher,1 gang,ved busstop,højsommer 2-3 gange,56.20257,10.26933
Nord,Åkrogs Strandvej v/ ishus,RM 70,1 gang,bus endestation,højsommer 2-3 gange,56.20338,10.28294
Nord,Åkrogs Strandvej 23 A,Holcher,1 gang,ved busstop,højsommer 2-3 gange,56.20234,10.27628
Nord,Nordre Strandvej 159,Holcher,1 gang,ved busstop,højsommer 2-3 gange,56.20249,10.26720
Nord,Nordre Strandvej 141,Holcher,1 gang,ved busstop,højsommer 2-3 gange,56.20172,10.26275
Nord,Viengevej overfor Julsøvej 40,lille med huller,1 gang,vigeplads - syd,,56.20669,10.25183
Nord,Viengevej overfor Julsøvej 40,RM 70,1 gang,vigeplads - nord,,56.20683,10.25166
Nord,Sindalsvej 8,RM 30,1 gang,vigeplads - øst,,56.20948,10.21962
Nord,Sindalsvej 8,RM 70,1 gang,vigeplads - vest,,56.20952,10.21938
Nord,Ådalsvej 13 A,Holcher,1 gang,ved busstop,,56.20236,10.25661
Nord,Nordre Strandvej / Strandbyvej 2 B,Holcher,1 gang,ved busstop,højsommer 2-3 gange,56.20041,10.25774
Nord,Nordre Strandvej 91A,Holcher,1 gang,ved busstop,højsommer 2-3 gange,56.19836,10.25371
Nord,Nordre Strandvej 63,Holcher,1 gang,ved busstop,højsommer 2-3 gange,56.19627,10.24956
Nord,Vestre Strandallé / Nrd. Strandvej,Holcher,1 gang,ved busstop,højsommer 2-3 gange,56.19447,10.24574
Nord,Vestre Strandallé / Hørgårdsvej 15,Holcher,1 gang,ved busstop,,56.19495,10.23875
Nord,Vestre Strandallé o.f. Forteledet,Holcher,1 gang,ved busstop,,56.19400,10.23473
Nord,overfor Dråbyvej 14,RM 30,1 gang,på stander,ved grønt areal,56.19432,10.23322
Nord,Ørbyvej / Fortebakken,RM 70,1 gang,på stander,overfor boldbane,56.19356,10.23044
Nord,Skovagervej v/ rundkørsel,Holcher,1 gang,ved busstop,,56.19143,10.22857
Nord,Skovagervej 15,Holcher,1 gang,ved busstop,,56.18862,10.22775
Nord,Skovager / Bækkelundsvej,Holcher,1 gang,ved busstop,,56.18669,10.22718
Nord,Asylvej o.f  Vestre Skovvej,Holcher,1 gang,ved busstop,,56.18535,10.22459
Nord,Asylvej o.f. 5,Holcher,1 gang,ved busstop,,56.18562,10.21903
Nord,Skovagervej 20 / Firkløvervej,Holcher,1 gang,ved busstop,,56.18941,10.22817
Nord,Lystrupvej 4,Holcher,1 gang,ved busstop,,56.20025,10.23754
Nord,Lystrupvej 28,holcher,1 gang,ved busstop,,56.20334,10.23673
Nord,Lystrupvej 50 / Røllikevej,holcher,1 gang,ved busstop,,56.20658,10.23599
Nord,Lystrup Busvej,RM 70,1 gang,bus endestation,buslomme,56.23877,10.25098
Nord,Lystrup Busvej / Indelukket,RM 30,1 gang,ved busstop,buslomme,56.24160,10.24790
Nord,Lystrup Busvej v/ Kirsebærh. 87,RM 30,1 gang,ved busstop,,56.24351,10.24203
Nord,Asmusgårdsvej / Hindbærhaven 5,RM 30,1 gang,ved busstop,,56.24727,10.24074
Nord,Asmusgårdsvej / Birkehaven 10,RM 30,1 gang,ved busstop,,56.24682,10.23789
Nord,Asmusgårdsvej / Birkehaven 3,RM 30,1 gang,ved busstop,,56.24636,10.23466
Nord,Sønderskovvej / Elsted Byvej,RM 70,1 gang,ved busstop,,56.24384,10.23418
Nord,Sønderskovvej / Elstedhøj 19,RM 30,1 gang,ved busstop,,56.24213,10.23441
Nord,Sønderskovvej / Elstedhøj 9,RM 70,1 gang,ved busstop,,56.23955,10.23513
Nord,Sønderskovvej / Lystrup Centervej,RM 70,1 gang,ved busstop,,56.23692,10.23668
Nord,Sønderskovvej 109,lille med huller,1 gang,ved busstop,overfor Hovmarken,56.23455,10.23816
Nord,Sønderskovvej / Hovmarken,lille med huller,1 gang,ved busstop,,56.23458,10.23839
Nord,Sønderskovvej overfor tankstation,RM 30,1 gang,ved busstop,,56.23058,10.23686
Nord,Sønderskovvej / Møgelgårdsvej,lille med huller,1 gang,tankstation,,56.23083,10.23710
Nord,Lystrupvej 212,RM 70,1 gang,ved busstop,,56.22618,10.23197
Nord,Bygaden 24 E,RM 30,1 gang,ved busstop,,56.23177,10.23587
Nord,Bygaden 11,RM 70,1 gang,ved busstop,,56.23185,10.23403
Nord,Elsted Byvej 12,RM 512,1 gang,ved busstop,,56.24375,10.22758
Nord,Elsted Byvej 36,RM 70,1 gang,ved busstop,,56.24450,10.23058
Nord,Per Kjals Vej 53,RM 30,1 gang,ved busstop,,56.23658,10.21966
Nord,Per Kjals Vej 23,RM 30,1 gang,ved busstop,,56.23462,10.22298
Nord,Per Kjals Vej 10,RM 512,1 gang,ved busstop,,56.23438,10.22339
Nord,Bystævnet 5,RM 70,1 gang,ved busstop,,56.23408,10.22817
Nord,Lystrup Centervej 100,RM 70,1 gang,ved busstop,v/ Lystrup Hallen,56.23700,10.23474
Nord,Lystrup Centervej o.f. 100,RM 70,1 gang,ved busstop,v/ Lystrup Centret,56.23711,10.23467
Nord,Bystævnet 10,RM 70,1 gang,bus endestation,buslomme,56.23426,10.22765
Nord,Bystævnet 34,RM 30,1 gang,ved busstop,,56.23394,10.22234
Nord,Bystævnet o.f. 34,RM 30,1 gang,ved busstop,,56.23392,10.22269
Nord,Lille Elstedvej 66,RM 30,1 gang,ved busstop,,56.23575,10.21929
Nord,Lille Elstedvej o.f. 66,RM 70,1 gang,ved busstop,,56.23564,10.21918
Nord,Elstedvej / Per Kjals Vej 34,RM 70,1 gang,ved busstop,,56.23712,10.21966
Nord,Elstedvej o.f. Ørnedalen 5,RM 70,1 gang,ved busstop,,56.23971,10.22508
Nord,Lystrupvej 257,RM 70,1 gang,ved busstop,,56.23388,10.23024
Nord,Lystupvej / Ellebækvej,RM 70,1 gang,ved busstop,,56.22936,10.23120
Nord,overfor Lystrupvej o.f. 214,RM 70,1 gang,ved busstop,,56.22631,10.23173
Nord,Lystrupvej 53 / Vejlbjergvej,RM 70,1 gang,ved busstop,tankstation,56.20717,10.23558
Nord,Lystrupvej 23 A,holcher,1 gang,ved busstop,,56.20289,10.23662
Nord,Grenåvej 150/ Vestre Strandallé,Holcher,3 gange,ved busstop,syd,56.18949,10.21881
Nord,Grenåvej 150 / Vestre Strandallé,Holcher,3 gange,ved busstop,nord,56.18957,10.21881
Nord,Grenåvej / Tranekærvej,Holcher,1 gang,ved busstop,,56.19211,10.21829
Nord,Grenåvej / Tretommervej,Holcher,1 gang,ved busstop,,56.19262,10.21901
Nord,Grenåvej 189 / Vejlby Centervej,Holcher,2 gange,ved busstop,syd,56.19538,10.21977
Nord,Grenåvej 189 / Vejlby Centervej,Holcher,2 gange,ved busstop,nord,56.19548,10.21987
Nord,Grenåvej / Skolevangs Allé,Holcher,2 gange,ved busstop,syd,56.19575,10.22097
Nord,Grenåvej / Skolevangs Allé,Holcher,2 gange,ved busstop,nord,56.19584,10.22110
Nord,Grenåvej ved Sveavej,Holcher,1 gang,ved busstop,,56.19800,10.22945
Nord,Grenåvej ved Ellebjergvej,grøn otto,1 gang,ved busstop,,56.19788,10.23085
Nord,Grenåvej / Lystrupvej,Holcher,1 gang,ved busstop,,56.19942,10.23673
Nord,Grenåvej / Hørgårdsvej,Holcher,1 gang,ved busstop,,56.19947,10.23846
Nord,Grenåvej / Ravnsøvej,Holcher,1 gang,ved busstop,,56.20157,10.24568
Nord,Grenåvej ved Myntevej,Holcher,1 gang,ved busstop,,56.20164,10.24756
Nord,Grenåvej / Viengevej,Holcher,1 gang,ved busstop,,56.20370,10.25449
Nord,Grenåvej / Ådalsvej,grøn otto,1 gang,ved busstop,,56.20375,10.25601
Nord,Grenåvej / Åmarksvej,Holcher,1 gang,ved busstop,,56.20585,10.26225
Nord,Grenåvej / Brobjerg Parkvej,Holcher,1 gang,ved busstop,,56.20580,10.26350
Nord,Grenåvej / Mejlbyvej,Holcher,1 gang,ved busstop,,56.20808,10.27031
Nord,Grenåvej / Brovej,Holcher,1 gang,ved busstop,,56.20802,10.27149
Nord,Grenåvej overfor Egå Havvej,grøn otto,1 gang,ved busstop,,56.21217,10.27774
Nord,Grenåvej / Egå Havvej,grøn otto,1 gang,ved busstop,,56.21298,10.27917
Nord,Grenåvej ved Strandbakkevej,grøn otto,1 gang,ved busstop,,56.21933,10.28489
Nord,Grenåvej o.f. Toftegårdsvej,grøn otto,1 gang,ved busstop,,56.22379,10.28840
Nord,Grenåvej / Toftegårdsvej,grøn otto,1 gang,ved busstop,,56.22433,10.28954
Nord,Grenåvej / Hjortshøjvej,grøn otto,1 gang,ved busstop,,56.23012,10.29371
Nord,Grenåvej / Skæring Havvej,grøn otto,1 gang,ved busstop,,56.23087,10.29490
Nord,Grenåvej v/ Skæring Parkvej 7,grøn otto,1 gang,bus / p-plads,,56.23843,10.29851
Nord,Grenåvej o.f. Skæring Parkvej 7,grøn otto,1 gang,vigeplads,,56.23833,10.29792
Nord,Grenåvej efter 623,grøn otto,1 gang,ved busstop,,56.24480,10.30017
Nord,Grenåvej / Skovlundvej,grøn otto,1 gang,ved busstop,,56.24534,10.30093
Nord,Randersvej o.f. 501,grøn otto,2 gange,rasteplads,,56.24014,10.15958
Nord,Randersvej 381,grøn otto,2 gange,,,56.23596,10.15964
Nord,Hasle Ringvej / Paludan-Müllers Vej 82,Holcher,1 gang,ved busstop,,56.17663,10.17972
Nord,Hasle Ringvej / Brendstrupvej,RM 30,1 gang,ved busstop,,56.17774,10.18270
Nord,Hasle Ringvej / Halmstadgade,Holcher,1 gang,ved busstop,,56.18018,10.18848
Nord,Hasle Ringvej / Møllevangs Allé,Holcher,1 gang,ved busstop,overfor Skøjtehallen,56.18068,10.19100
Nord,Hasle Ringvej / Gøteborg Allé  2-4,Holcher,2 gange,ved busstop,,56.18256,10.19655
Nord,Vejlby Ringvej / Randersvej,holcher,2 gange,ved busstop,,56.18243,10.19799
Nord,Vejlby Ringvej / Vorregårds Allé,Holcher,1 gang,ved busstop,,56.18401,10.20269
Nord,Vejlby Ringvej / Risvang Allé,holcher,1 gang,ved busstop,,56.18419,10.20431
Nord,Vejlby Ringvej / Børglumvej,Holcher,1 gang,ved busstop,,56.18576,10.20805
Nord,Vejlby Ringvej / Bryggervej,Holcher,1 gang,ved busstop,,56.18585,10.20948
Nord,Vejlby Ringvej / Frijsenborgvej,Holcher,1 gang,ved busstop,,56.18780,10.21421
Nord,Vejlby Ringvej o.f. Frijsenborgvej,Holcher,1 gang,ved busstop,"ud for Falck, Bryggervej 14",56.18773,10.21506
Nord,Vejlby Ringvej / Grenåvej,Holcher,1 gang,ved busstop,ved Veri Centret,56.18896,10.21776
nord,Randersvej 80 / Skovvangsvej,Holcher,2 gange,ved busstop,,56.18289,10.19736
nord,Randersvej / Nydamsvej,Holcher,2 gange,ved busstop,,56.18696,10.19456
nord,Randersvej / Skejbygårdsvej,holcher,2 gange,,,56.19332,10.18723
nord,Randersvej / Brendstrupgårdsvej 1,holcher,2 gange,,,56.19273,10.18714
nord,Skæring Havveh o.f. 85,holcher,2 gange,ved busstop,,56.22938,10.30194
nord,Grenåvej 702,RM 30,2 gange,ved busstop,,56.27105,10.31073
nord,Grenåvej o.f. 834,RM 512,2 gange,ved busstop,,56.28322,10.32344
nord,Mejlbyvej / Kringelvej,holcher,2 gange,ved busstop,,56.21021,10.26951
nord,Mejlbyvej o.f. Kringelvej,holcher,2 gange,ved busstop,,56.21020,10.26984
nord,Sønderskovvej / Indelukket,RM 30,1 gang,ved busstop,,56.23983,10.23523
nord,Randersvej 585,lille med huller,2 gange,ved busstop,,56.29508,10.14557
nord,Randersvej o.f. 589,lille med huller,2 gange,ved busstop,,56.29875,10.14352
nord,Randersvej 589,lille med huller,2 gange,ved busstop,,56.29894,10.14301
nord,Hovmuren 3 A,RM 30,1 gang,ved busstop,,56.24231,10.19930
nord,Mejlbyvej 652,RM 30,2 gange,,,56.28948,10.21817
nord,Randersvej / Nehrus Alle,holcher,2 gange,ved busstop,,56.18644,10.19439
nord,Randersvej 514 C,lille med huller,2 gange,ved busstop,,56.25323,10.15537
nord,Randersvej o.f. kirken,lille med hul,2 gange,ved busstop,,56.25254,10.15504
nord,Egå Strandvej 13,holcher,2 gange,ved busstop,,56.20606,10.27969
nord,Egå Strandvej / Søtoften 6,holcher,2 gange,ved busstop,,56.21252,10.28780
nord,Skæring Hedevej 102,holcher,2 gange,ved busstop,,56.23383,10.30158
nord,Mejlbyvej,RM 30,2 gange,på stander,Samkørselsplads v/Djurs-MV,56.23134,10.26575
syd,Ajstrup Strandvej o.f. 60,lille med huller,2 gange,busstop,på stander,56.04180,10.26268
syd,Norsmindevej v/ kro,RM 70,2 gange,busstop,på stander,56.02319,10.26089
syd,Norsmindevej / fjorsvej,grøn otto,2 gange,busstop,på stander,56.02316,10.26064
syd,Ajstrup Strandvej o.f. 154,RM 512,2 gange,busstop,,56.03360,10.26873
syd,Ajstrup Strandvej o.f. 132,RM 512,2 gange,busstop,,56.03640,10.26928
syd,Kirkebakken o.f. Kirkeager,RM 30,1 gang,busstop,,56.06044,10.22177
syd,Oddervej v/rasteplads Giber Å,grøn otto,2 gange,rasteplads,,56.06671,10.20275
syd,Oddervej før Vilhelmborgvej,grøn otto,2 gange,rasteplads,,56.06481,10.20004
syd,Oddervej /Vilhelmborgvænget,grøn otto,2 gange,busstop,,56.06300,10.19831
syd,Oddervej / vilhelmborgvej,grøn otto,2 gange,busstop,,56.06198,10.19678
syd,Oddervej før Tisetvej,grøn otto,2 gange,rasteplads,,56.04401,10.18756
syd,Oddervej før kommunegrænsen,grøn otto,2 gange,rasteplads,vigeplads Østergård skov,56.01981,10.17867
syd,Oddervej / Bredgade,grøn otto,2 gange,rasteplads,,56.02878,10.18358
syd,Oddervej / Bredgade,firkantet træ,2 gange,rasteplads,,56.02911,10.18385
syd,Bredgade 97,RM 30,2 gange,busstop,,56.03503,10.19049
syd,Bredgade 90 A,RM 512,2 gange,busstop,,56.03555,10.19087
syd,Bredgade 60,RM 70,2 gange,busstop,,56.03840,10.19333
syd,Bredgade 41,RM 70,2 gange,busstop,,56.03963,10.19364
syd,Bredgade / Holmskovvej,RM 512,2 gange,busstop,,56.04054,10.19356
syd,Bredgade 29,RM 30,2 gange,busstop,,56.04153,10.19383
syd,Fløjstrupvej 6 / Rugvænget,RM 512,2 gange,busstop,,56.04128,10.19493
syd,Fløjstrupvej / Havrevænget 1,RM 512,2 gange,busstop,,56.04274,10.19982
syd,Fløjstrupvej 48,RM 30,2 gange,busstop,,56.04355,10.20404
syd,Fløjstrupvej / Mallinggårdsvej,RM 512,2 gange,busstop,,56.04380,10.20701
syd,Bredgade 3,RM 30,2 gange,busstop,,56.04869,10.19682
syd,Beder Landevej 76,RM 70,2 gange,busstop,,56.05553,10.20147
syd,Beder Landevej 65-67,RM 70,1 gang,busstop,,56.05660,10.20241
syd,Byagervej 12 B,RM 70,1 gang,busstop,,56.05590,10.20268
syd,Byagervej o.f. 95-119,RM 30,1 gang,busstop,,56.05518,10.20904
syd,Byagervej 95-119,RM 30,1 gang,busstop,,56.05526,10.20941
syd,Byagervej 162,RM 30,1 gang,busstop,,56.05401,10.21293
syd,Byagervej o.f. 162,RM 30,1 gang,busstop,,56.05398,10.21321
syd,Damgårds Alle o.f. 38,RM 70,2 gange,busstop,,56.05929,10.20355
syd,Beder Landevej 42,RM 70,2 gange,busstop,,56.05862,10.20367
syd,Odderrvej v/Langballegård,bmv,2 gange,p-plads,,56.07925,10.20914
syd,Oddervej o.f 314,grøn otto,2 gange,busstop,,56.08290,10.20976
syd,Moesgård Alle 21-25,RM 30,2 gange,busstop,ved den gamle smedje,56.08647,10.22287
syd,Moesgård Alle 21-25,Topsy,2 gange,busstop,ved den gamle smedje,56.08662,10.22322
syd,Oddervej 199 A,holcher,2 gange,busstop,Unge Hjem efterskole,56.10016,10.20872
syd,Hjulbjergvej o.f. 28,RM 30,1 gang,busstop,,56.11387,10.18853
syd,Hjulbjergvej 50,holcher,1 gang,busstop,,56.11409,10.18759
syd,Hjulbjergvej 54,holcher,1 gang,busstop,,56.11436,10.18446
syd,Bushøjvej v/ kirken,holcher,2 gange,busstop,,56.11399,10.17419
syd,Bushøjvej / Holmetoften,holcher,2 gange,busstop,,56.11370,10.17511
syd,Bushøjvej 95,holcher,2 gange,busstop,Føtex p-plads,56.11327,10.17494
syd,Holme Byvej 25-27,holcher,3 gange,busstop,,56.11530,10.17413
syd,Holme Byvej 30,holcher,2 gange,busstop,,56.11583,10.17425
syd,Rundhøj Alle 133-141,RM 512,2 gange,Taxa-stander,ved p-plads,56.11787,10.17280
syd,Holme Møllevej o.f. 130,holcher,2 gange,busstop,,56.11811,10.17238
syd,Holme Møllevej 30,holcher,2 gange,busstop,,56.12186,10.17187
syd,Holme Møllevej / Chr. X's Vej,holcher,2 gange,busstop,,56.12190,10.17211
syd,Chr. X's Vej / Holme Møllevej,holcher,1 gang,busstop,,56.12488,10.17165
syd,Chr. X's Vej 94,holcher,1 gang,busstop,,56.12585,10.17172
syd,Chr. X's Vej o.f. 60,holcher,1 gang,busstop,,56.12920,10.17356
syd,Chr. X's Vej 56,holcher,1 gang,busstop,,56.12998,10.17365
syd,Rosenvangs Alle 54,holcher,1 gang,busstop,overfor skolen,56.13102,10.18136
syd,Rosenvangs Allé p.plads v/kirken,holcher,1 gang,busstop,,56.12989,10.18234
syd,Rosenvangs Alle o.f. 51,holcher,1 gang,busstop,overfor kirken,56.12906,10.18259
syd,Rosenvangs Alle 119,holcher,1 gang,busstop,,56.12416,10.18591
syd,Rosenvangs Alle 122,holcher,1 gang,busstop,,56.12345,10.18613
syd,Rosenvangs Alle o.f. 176,holcher,2 gange,busstop,,56.12110,10.18935
syd,Rosenvangs Alle 178,holcher,2 gange,busstop,,56.12073,10.18976
syd,Rosenvangs Alle 199 C,holcher,2 gange,busstop,,56.11817,10.19522
syd,Olaf Rudes Vej / Rosenvangs Alle,RM 30,2 gange,på skilt,på Kridthøj Torv,56.11787,10.19523
syd,Olaf Rudes Vej / Rosenvangs Alle,holcher,2 gange,busstop,foran p-plads Kridthøj Torv,56.11767,10.19531
syd,Olaf Rudes Vej 23 A,holcher,2 gange,busstop,o.f. Kridthøj Torv,56.11755,10.19543
syd,Olaf Rudes Vej / Kridthøjvænget 40-42,holcher,2 gange,busstop,,56.11609,10.19461
syd,Holmevej o.f. 114,holcher,2 gange,busstop,,56.12350,10.19315
syd,Holmevej 130 A,holcher,2 gange,busstop,,56.12222,10.18998
syd,Holmevej / Rosenvangs Alle,holcher,2 gange,busstop,,56.12158,10.18898
syd,Holmevej 150 / Poul Sloths Vej,holcher,2 gange,busstop,,56.12080,10.18675
syd,Holmevej 171,holcher,2 gange,busstop,,56.11937,10.18277
syd,Holmevej o.f. 179,holcher,2 gange,busstop,,56.11906,10.18107
syd,Rundhøjtorvet 2,RM 70,2 gange,taxa stander,,56.11967,10.18145
syd,Holmevej 191,holcher,2 gange,busstop,,56.11834,10.17932
syd,Holmevej o.f. 203,holcher,2 gange,gusstop,,56.11796,10.17726
syd,Holmevej 229,holcher,2 gange,busstop,,56.11711,10.17356
syd,Holmevej 252,holcher,2 gange,busstop,,56.11701,10.17236
syd,Holmevej o.f. 276,holcher,2 gange,busstop,,56.11614,10.16825
syd,Holmevej 276,holcher,2 gange,busstop,,56.11624,10.16799
syd,Holmevej overfor Teglgårdsvej,holcher,2 gange,busstop,,56.11556,10.16311
syd,Holmegårdsvej 31,holcher,1 gang,busstop,,56.11711,10.16560
syd,Holmegårdsvej 56,RM 30,1 gang,busstop,,56.11707,10.16545
syd,Oddervej 200,holcher,2 gange,busstop,,56.10144,10.20775
syd,Oddervej 206,holcher,2 gange,busstop,,56.09937,10.20881
syd,Hørretvej 156 A,RM 30,2 gange,busstop,,56.09094,10.19734
syd,Hørretvej o.f. Storhøjvej,RM 512,2 gange,busstop,,56.08887,10.19040
syd,Oddervej 276,grøn otto,2 gange,p-plads,,56.08990,10.20943
syd,Oddervej o.f. Langballegård,grøn otto,2 gange,p.plads,,56.07830,10.20950
syd,Ny Moesgårdvej o.f. 50,RM 512,2 gange,busstop,,56.09351,10.21945
syd,Ny Moesgårdvej 50,RM 512,2 gange,busstop,,56.09379,10.21934
syd,Ny Moesgårdvej / Skåde Skovvej,holcher,2 gange,busstop,,56.09756,10.21725
syd,Ny Moesgårdvej / Sandmosevej,holcher,2 gange,busstop,fortov ved buslomme,56.10247,10.21620
syd,Ny Moesgårdvej / Elmehøjvej 2,holcher,2 gange,busstop,,56.10294,10.21656
syd,Ny Moesgårdvej / sti til Elsdyrvænget,RM 30,2 gange,busstop,under gangbro,56.10502,10.21589
syd,Emiliedalsvej 235,holcher,2 gange,busstop,,56.10918,10.21433
syd,Hørhavevej 48,holcher,1 gang,busstop,,56.10946,10.21729
syd,Hørhavevej 47,holcher,1 gang,busstop,,56.10963,10.21780
syd,Hørhavevej 78,holcher,1 gang,busstop,,56.11064,10.22318
syd,Grumstolsvej o.f. 80,holcher,1 gang,busstop,,56.11182,10.22262
syd,Grumstolsvej 33,holcher,1 gang,busstop,,56.11497,10.21665
syd,Grumstolsvej o.f. 24,holcher,1 gang,busstop,,56.11568,10.21255
syd,Grumstolsvej / Oddervej,RM 70,2 gange,Højbjerg Torv,,56.11636,10.20745
syd,Grumstolsvej / Oddervej,Topsy,2 gange,Højbjerg Torv,,56.11627,10.20740
syd,Grumstolsvej / Oddervej,Topsy,2 gange,Højbjerg Torv,,56.11626,10.20754
syd,Hørhavevej 4 / Oddervej,holcher,2 gange,endestation,,56.11210,10.20980
syd,Oddervej 3,holcher,2 gange,busstop,,56.12833,10.21162
syd,Oddervej 21,holcher,2 gange,busstop,,56.12526,10.20900
syd,Oddervej / Kongevejen,holcher,2 gange,busstop,,56.12470,10.20821
syd,Oddervej / Tobaksvejen,holcher,2 gange,busstop,,56.12065,10.20728
syd,Oddervej 30,holcher,2 gange,busstop,,56.11997,10.20694
syd,Oddervej 54,holcher,2 gange,busstop,,56.11720,10.20698
syd,Oddervej 56,RM 30,2 gange,p-plads,på lygtepæl,56.11698,10.20676
syd,Oddervej 59,holcher,2 gange,busstop,,56.11681,10.20726
syd,Oddervej 59,holcher,2 gange,busstop,,56.11691,10.20725
syd,Oddervej 74,holcher,2 gange,busstop,,56.11430,10.20786
syd,Oddervej / Højhavevej,holcher,2 gange,busstop,,56.11280,10.20918
syd,Oddervej 96,RM 30,2 gange,busstop,,56.11187,10.20882
syd,Oddervej o.f. 110,holcher,2 gange,busstop,,56.11055,10.20875
syd,Oddervej / Lyseng Alle 1-3,holcher,2 gange,busstop,,56.10979,10.20814
syd,Oddervej / Emiliedalsvej,holcher,2 gange,busstop,,56.10784,10.20788
syd,Oddervej 158,holcher,2 gange,busstop,,56.10699,10.20737
syd,Oddervej 178,holcher,2 gange,busstop,JET tank  ved gangbro,56.10397,10.20680
syd,Oddervej 175 / Moesgårdvej,holcher,2 gange,busstop,,56.10308,10.20738
syd,Stenvej o.f. 3,holcher,1 gang,busstop,,56.10767,10.20658
syd,Stenvej o.f. 101,holcher,1 gang,busstop,,56.10719,10.20269
syd,Bushøjvænget v/Lerhus Alle 12,holcher,1 gang,busstop,,56.10605,10.19732
syd,Bushøjvænget / sti ved trappe,holcher,1 gang,busstop,,56.10670,10.19455
syd,Saralyst Allé / Bushøjvænget,holcher,1 gang,busstop,,56.10886,10.18830
syd,Saralyst Alle / trappe ved sti,RM 30,1 gang,busstop,,56.11182,10.18935
syd,Saralyst Alle / o.f  trappe ved sti,RM 512,1 gang,busstop,,56.11189,10.18909
syd,Hjulbjergvej / Lyseng Stadion,holcher,1 gang,busstop,,56.11353,10.19250
syd,Hjulbjergvej / Niels Bjerres Vej,holcher,1 gang,busstop,,56.11360,10.19332
syd,Elverdalsvej 80,holcher,1 gang,busstop,,56.11519,10.19493
syd,Slet Møllevej 2,holcher,1 gang,busstop,,56.10395,10.14697
syd,Slet Møllevej 3 A,holcher,1 gang,busstop,,56.10399,10.14752
syd,Søren Nymarks Vej o.f. 21,holcher,1 gang,busstop,,56.10582,10.15069
syd,Søren Nymarks Vej 19,holcher,1 gang,busstop,,56.10612,10.15137
syd,Søren Nymarks Vej o.f. 11,holcher,1 gang,busstop,,56.10832,10.15419
syd,Søren Nymarks Vej 9 A,holcher,1 gang,busstop,,56.10881,10.15519
syd,Axel Kiers Vej 2,holcher,1 gang,busstop,,56.11002,10.15766
syd,Axel Kiers Vej o.f. 2,holcher,1 gang,busstop,,56.11002,10.15806
syd,Axel Kiers Vej o.f  7,holcher,1 gang,busstop,,56.10884,10.16043
syd,Axel Kiers Vej 7,holcher,1 gang,busstop,,56.10887,10.16073
syd,Axel Kiers Vej 20,holcher,1 gang,busstop,,56.10781,10.16366
syd,Bjødstrupvej 20 E,holcher,1 gang,busstop,,56.10777,10.16766
syd,Bjødstrupvej / Urmagertoften,holcher,1 gang,busstop,,56.10809,10.16797
syd,Bjødstrupvej / Kalkærparken 66,holcher,1 gang,busstop,,56.11063,10.16843
syd,Bjødstrupvej 15,holcher,1 gang,busstop,,56.11230,10.16927
syd,Holme Parkvej 1-141,holcher,1 gang,busstop,,56.10753,10.17796
syd,Holme Parkvej 164,holcher,1 gang,busstop,,56.10748,10.17668
syd,Holme Parkvej ved sti,holcher,1 gang,busstop,,56.10518,10.17578
syd,Holme Parkvej 316,holcher,1 gang,busstop,buslomme,56.10221,10.17297
syd,Jyllands Alle 212 A og B,holcher,1 gang,busstop,,56.12711,10.18498
syd,Jyllands Alle 136,holcher,1 gang,busstop,,56.12768,10.18514
syd,Holme Ringvej / Reventlowsvej,holcher,2 gange,busstop,,56.12600,10.16210
syd,Holme Ringvej / Kongsgårdsvej 6,holcher,2 gange,busstop,ved Lokalcenter,56.12595,10.16235
syd,Holme Ringvej / Pihlkjærsvej 1,holcher,2 gange,busstop,,56.12110,10.16140
syd,Holme Ringvej v/ jernbanebro,RM 30,2 gange,på lygtepæl,ved jernbanebro,56.12292,10.16187
syd,Sønderhøj ved Viby Station,holcher,2 gange,busstop,,56.12200,10.16038
syd,Søndervangs Alle / Søndervangen 2-4,RM 30,2 gange,busstop,,56.11743,10.15729
syd,Søndervangs Alle o.f. Søndevangen,RM 70,2 gange,busstop,,56.11558,10.15416
