Distrikt,Adresse,Type,Tømningshyppighed,Placering,Andet,northing,easting
Vest,Næshøjvej overfor skolen,RM 30,1 gang,ved busstop,,56.14461,9.99711
Vest,Sti ved Tilst Søndervej,RM 30,1 gang,ved trappe,sti til Tilst Gymnasium,56.18339,10.10953
Vest,Sti ved Tilst Søndervej,lille med huller,1 gang,ved trappe,sti til Tilst Gymnasium,56.18345,10.10952
Vest,Sti til Tilst Gymnasium,Rm 30,1 gang,på stander,ved Tilst Søndervej,56.18462,10.11062
Vest,Fjældevænget 60,RM 70,1 gang,ved busstop,,56.17755,10.16348
Vest,Stenbækvej,RM 70,1 gang,på Taxaskilt,,56.15300,10.11782
Vest,Stenbækvej v/ Silkeborgvej 622,RM 70,1 gang,på p.plads,,56.15312,10.11949
Vest,Gjellerup-stien v/ Sigridsvej,RM 70 med huller,1 gang,på stander - syd,,56.15647,10.13489
Vest,Gjellerup-stien v/ Sigridsvej,RM 70,1 gang,på stander - midt,,56.15694,10.13471
Vest,Gjellerup-stien v/ Sigridsvej,RM 70,1 gang,på stander - nord,,56.15744,10.13455
Vest,Gjellerup-stien v/ Dortesvej,RM 30,1 gang,på stander - syd,,56.15832,10.13435
Vest,Gjellerup-stien v/ Dirtesvej,RM 30,1 gang,på stander - midt,,56.15904,10.13410
Vest,Gjellerup-stien v/ Dortesvej,RM 30,1 gang,på stander - nord,,56.15953,10.13397
Vest,Kirkevej / Fredensvej,lille med huller,2 gange,ved bænk,,56.12807,10.16385
Vest,Kirkevej / Kirkestien,RM 70,2 gange,ved bænk,p.plads foran kirken,56.12852,10.16512
Vest,Kirkevej v/ kirken,RM 70,2 gange,ved bænke,ved indgangen til kirken,56.12796,10.16559
Vest,Silkeborgvej 500 A,Holcher,1 gang,ved busstop,,56.15366,10.14299
Vest,Silkeborgvej / Louisevej,Holcher,1 gang,ved busstop,,56.15290,10.13707
Vest,Silkeborgvej / Tinesvej,Holcher,1 gang,ved busstop,,56.15319,10.13594
Vest,Silkeborgvej 583,Holcher,1 gang,ved busstop,,56.15240,10.12787
Vest,Silkeborgvej / Røgelvej,Holcher,1 gang,ved busstop,,56.15254,10.12643
Vest,Silkeborgvej  677A / Sødalsvej,Holcher,1 gang,ved busstop,,56.15318,10.09359
Vest,Framlev Korsvej 19/Stillingvej,lille med huller,1 gang,ved busstop,,56.15192,10.00771
Vest,Framlev Korsvej 12 / Stillingvej,lille med huller,1 gang,ved busstop,,56.15176,10.00798
Vest,Framlev Korsvej 5,Swingline,1 gang,ved busstop,,56.15177,10.00319
Vest,Framlev Korsvej 4,Swingline,1 gang,ved busstop,,56.15157,10.00309
Vest,Gammel Silkeborgvej før Skovby,RM 70,1 gang,ved p-plads,i skov før kommunegrænse,56.15033,9.96204
Vest,Gammel Silkeborgvej før Skovby,grøn otto,1 gang,ved p-plads,i skov før kommunegrønse,56.15010,9.96182
Vest,Gammel Silkeborgvej før Skovby,grøn otto,1 gang,ved p-plads,i skov før kommunegrænse,56.15011,9.96201
Vest,Gammel Silkeborgvej før Skovby,lille med huller,1 gang,ved p-plads,i skov før kommunegrænse,56.15013,9.96253
Vest,Stillingvej v/ Grønhøjvej,grøn Otto,1 gang,ved p-plads,,56.15052,10.00677
Vest,Stillingvej v/ Tåstrupvej,grøn otto,1 gang,ved vigeplads,,56.12056,9.98978
Vest,Stillingvej overfor Grønhøjvej,stor trådnet,1 gang,ved rasteplads,ovenfor trappe - syd,56.14977,10.00765
Vest,Stillingvej overfor Grønhøjvej,grøn otto,1 gang,ved p-plads,,56.15053,10.00734
Vest,Stillingvej overfor Grønhøjvej,stor trådnet,1 gang,ved rasteplads,ovenfor trappe - nord,56.15105,10.00745
Vest,Viby Ringvej / Silkeborgvej,Holcher,1 gang,ved busstop,,56.15318,10.14364
Vest,Viby Ringvej v/ Åbyhøjgården,Holcher,1 gang,ved busstop,,56.14910,10.14775
Vest,Viby Ringvej v/ I.P. Jacobsens Vej,grøn otto,1 gang,ved busstop,,56.14898,10.14872
Vest,Viby Ringvej / Søren Frichs Vej,Holcher,1 gang,ved busstop,,56.14678,10.15207
Vest,Viby Ringvej v/ Gjellerupvej,Holcher,1 gang,ved busstop,,56.14571,10.15197
Vest,Viby Ringvej / Tomsagervej 1,grøn otto,1 gang,ved busstop,,56.14365,10.15331
Vest,Viby Ringvej / Egsagervej,Holcher,1 gang,ved busstop,,56.14283,10.15309
Vest,Viby Ringvej / Åhavevej,Holcher,1 gang,ved busstop,,56.13585,10.15638
Vest,Viby Ringvej / Motorvej Århus Syd,Holcher,1 gang,ved busstop,,56.13488,10.15613
Vest,Viby Ringvej / Ormslevvej,grøn otto,1 gang,ved busstop,ved DOMO,56.13094,10.15909
Vest,Viby Ringvej / Ormslevvej,Holcher,1 gang,ved busstop,ved tankstation,56.13029,10.15931
Vest,Viby Ringvej / Skanderborgvej,Holcher,2 gange,ved busstop - øst,v/ Viby Centret,56.12898,10.16204
Vest,Viby Ringvej / Skanderborgvej,Holcher,2 gange,ved busstop,ved Viby Centret,56.12902,10.16193
Vest,Åby Ringvej / Silkeborgvej,Holcher,1 gang,ved busstop,,56.15396,10.14390
Vest,Åby Ringvej / overfor Dr. Holts Vej,Holcher,1 gang,ved busstop,,56.15796,10.14288
Vest,Åby Ringvej / Dr. Holts Vej,Holcher,1 gang,ved busstop,,56.15852,10.14344
Vest,Åby Ringvej / Edwin Rahrs Vej,Holcher,1 gang,ved busstop,,56.16223,10.14400
Vest,Åby Ringvej / ved Ryhavevej,Holcher,1 gang,ved busstop,overfor Edwin Rahrs Vej,56.16306,10.14524
Vest,Åby Ringvej / Bautavej,Holcher,1 gang,ved busstop,,56.16604,10.14818
Vest,Åby Ringvej / Rytoften,Holcher,1 gang,ved busstop,,56.16629,10.14936
Vest,Åby Ringvej / Jernaldervej,Holcher,1 gang,ved busstop,,56.16930,10.15325
Vest,Åby Ringvej / Rymarken,Holcher,1 gang,ved busstop,,56.16952,10.15444
Vest,Åby Ringvej / Viborgvej,Holcher,3 gange,ved busstop,,56.17086,10.15571
Vest,Hasle Ringvej / Viborgvej,Holcher,3 gange,ved busstop,,56.17121,10.15712
Vest,Hasle Ringvej 47/ Herredsvej,Holcher,1 gang,ved busstop,,56.17398,10.16538
Vest,Hasle Ringvej / Herredsvej,Holcher,1 gang,ved busstop,v/ Haveforeningen Trillegården,56.17379,10.16634
Vest,Hasle Ringvej / Paludan-Müllers Vej,Holcher,1 gang,ved busstop,,56.17667,10.17856
Vest,Viborgvej / Hasle Ringvej,Holcher,3 gange,ved busstop,,56.17147,10.15610
Vest,Viborgvej 221-223,Holcher,2 gange,ved busstop,,56.17354,10.15108
Vest,Viborgvej / Runevej,Holcher,2 gange,ved busstop,,56.17755,10.13713
Vest,Viborgvej / Holmstruphøjvej,Holcher,2 gange,ved busstop,,56.17928,10.13022
Vest,Viborgvej / Holmstrupgårdsvej,Holcher,2 gange,ved busstop,,56.18093,10.12306
Vest,Havkærvej / Viborgvej,Holcher,2 gange,ved busstop,,56.18139,10.12312
Vest,Viborgvej / sti til Agerøvej,Holcher,2 gange,ved busstop,,56.18297,10.11020
Vest,Viborgvej / sti til gymnasium,Holcher,2 gange,ved busstop,,56.18341,10.10903
Vest,Viborgvej / Anelystvej,Holcher,3 gange,ved busstop,,56.18404,10.10376
Vest,Viborgvej / Tilst Skolevej,Holcher,3 gange,ved busstop,,56.18450,10.10260
Vest,Viborgvej overfor True Møllevej 7,grøn otto,2 gange,p-plads,,56.18636,10.09153
Vest,Viborgvej v/ True Møllevej 7,grøn otto,2 gange,p-plads,,56.18611,10.09181
Vest,Sabro Kirkevej o.f. Agerbækvej 17,RM 30,1 gang,ved busstop,opsat 25-10-2006,56.21579,10.03124
vest,Viborgvej / Herredsvej,Holcher,2 gange,ved busstop,,56.16770,10.16320
vest,Viborgvej 286,Holcher,2 gange,ved busstop,,56.17800,10.13631
vest,Tilst Vestervej v/Søhøjen 14,Holcher,1 gang,ved busstop,,56.19335,10.10344
vest,Havkærvej 35,Holcher,2 gange,ved busstop,,56.18988,10.11566
vest,Viborgvej / Holmstrupgårdsvej,RM 70,2 gange,ved busstop,,56.18089,10.12322
vest,Spobjergvej 3 A,RM 70,2 gange,busendestation,,56.16783,10.11709
vest,Holmstrupgårdsvej 11,RM 512,1 gang,ved busstop,,56.16584,10.12039
vest,Holmstrupgårdsvej 18,RM 30,1 gang,ved busstop,,56.16594,10.12057
vest,Holmstrupgårdsvej 18,RM 30,1 gang,ved busstop,,56.16580,10.12059
vest,Ormslevvej 415,lille med huller,2 gange,ved busstop,,56.12566,10.06264
vest,Viborgvej / Sabrovej,grøn otto,1 gang,,,56.20578,10.04350
vest,Viborgvej 719,grøn otto,1 gang,,,56.20605,10.04177
vest,Viborgvej o.f. 746,lille med hul,1 gang,,,56.21065,10.02215
vest,Viborgvej 750,grøn otto,1 gang,,,56.21121,10.02069
vest,Stillingvej / Tåstrupvej,RM 30,1 gang,ved vigeplads,,56.12132,9.98995
vest,Rødlundvej 158,lille med huller,1 gang,,,56.14478,9.98746
vest,Kettingvej 28,RM 30,1 gang,,,56.13974,9.99529
vest,Kettingvej 14,RM 30,1 gang,,,56.13809,9.99601
vest,Ketting Parkvej o.f. 7,RM 30,1 gang,,,56.13699,9.99558
vest,Ketteing Parkvej 7,RM 30,1 gang,,,56.13683,9.99555
vest,Ketting Parkvej syd for nr. 1,RM 30,1 gang,,,56.13945,9.99225
vest,Ormslevvej 289,RM 30,1 gang,på stander,,56.12870,10.11085
vest,Silkeborgvej  261 / Thorsvej,RM 70,2 gange,på stander,,56.15514,10.16633
vest,Silkeborgvej 702,RM 70,1 gang,,,56.15304,10.08839
vest,Silkebrogvej o.f. Gartnerivej,RM 70,1 gang,,,56.15283,10.08880
vest,Kirkevej v/ kirken,RM 70,2 gange,ved bænke,indgang til kriken,56.12793,10.16548
vest,Kirkevej,RM 70,2 gange,p-plads,mod Kirkevej,56.12828,10.16451
vest,Skolesti / Næshøjvej,SwingLine,1 gang,v/Araliavej 33,ved skolestien,56.14794,9.99356
vest,Februarvej 18,RM 70,1 gang,på stander,ved sti til Fjældevænget,56.17705,10.16337
vest,Møllevangs Alle 47,RM 70,1 gang,på stander,ved container-ø,56.16558,10.18308
vest,Januarvej / sti,RM 70,1 gang,på stander,ved sti under Hasle Ringvej,56.17421,10.16332
vest,Kalendervej / sti,RM 70,1 gang,på stander,ved sti under Hasle Ringvej,56.17271,10.16402
Vest,Stillingvej v/ MV,grøn otto,1 gang,,på samkøringsplads,56.15407,10.00765
Nord,Randersvej 384 / Elevvej,RM 30,1 gang,ved busstop,,56.22237,10.16412
Nord,Randersvej 341/ Ølstedvej,RM 70,1 gang,ved busstop,,56.22194,10.16407
Nord,Høgemosevej / Hvidbjergvej 1A,lille med huller,2 gange,ved busstop,Skoleferie 1 gang,56.23284,10.14003
Nord,Vestermøllevej /Trige Møllevej,RM 512,2 gange,ved busstop,Skoleferie 1 gang,56.24796,10.13575
Nord,Trige Centervej / Holmkærvej,RM 30,2 gange,ved busstop,,56.25158,10.14095
Nord,v/ Smedebroen 16,RM 70,2 gange,ved busstop,,56.25283,10.14488
Nord,Smedebroen 76,RM 30,2 gange,ved busstop,,56.25273,10.14517
Nord,"Gammel Landevej 18, Hotel",RM 512,2 gange,ved busstop,,56.29945,10.14463
Nord,Gammel Landevej 48,RM 512,2 gange,ved busstop,,56.29761,10.14807
Nord,Gammel Landevej 84,RM 512,2 gange,ved busstop,,56.29467,10.14927
Nord,Mejlbyvej 687 A,RM 512,2 gange,ved busstop,,56.30170,10.21203
Nord,Mejlbyvej 669,RM 30,2 gange,ved busstop,,56.30003,10.21419
Nord,Mejlbyvej v/ skolen,RM 30,2 gange,ved busstop,,56.28849,10.21787
Nord,Mejlbyvej / Salonikivej,lille med huller,2 gange,ved busstop,,56.28536,10.21733
Nord,Mejlbyvej 633,RM 30,2 gange,ved busstop,,56.28264,10.21607
Nord,Nabovej 1,lille med huller,1 gang,på stander,1 gang / måned,56.29887,10.24831
Nord,Hesselballevej 51,RM 30,2 gange,ved busstop,,56.26405,10.26725
Nord,Smedebakken 13,RM 30,2 gange,ved busstop,,56.25230,10.26459
Nord,Virupvej 2,RM 30,2 gange,ved busstop,Skoleferie 1 gang,56.25071,10.26571
Nord,Virupvej o.f. 39,RM 512,2 gange,ved busstop,,56.24746,10.26736
Nord,Virupvej v/ skolen,RM 30,1 gang,ved busstop,,56.24377,10.27058
Nord,Hjortshøj Stationsvej 6,RM 70,2 gange,ved busstop,,56.24489,10.26852
Nord,Hjortshøj Stationsvej v /p.plads,lille med huller,2 gange,på stander,,56.24487,10.26883
Nord,Hjortshøj Stationsvej o.f. 41,RM 30,2 gange,ved busstop,,56.24263,10.26265
Nord,Mejlbyvej v/ kirken,RM 30,2 gange,ved busstop,,56.21600,10.26617
Nord,Brovej o.f. Brovænget 22,Holcher,1 gang,bus endestation,,56.20556,10.27031
Nord,Brovej o.f Brovænget 24,Holcher,1 gang,bus endestation,,56.20535,10.27012
Nord,Egå Strandvej / Blomstervangen 2,Holcher,2 gange,ved busstop,,56.20645,10.27283
Nord,Egå Strandvej / Dagland 31,Holcher,2 gange,ved busstop,,56.20645,10.27363
Nord,Egå Strandvej / Egå Havvej,Holcher,2 gange,ved busstop,syd for lyskryds,56.21011,10.28459
Nord,Egå Strandvej v/ Egå Marina,Holcher,2 gange,ved busstop,nord for lyskryds,56.21072,10.28557
Nord,Skæring Strandvej 6,Holcher,2 gange,ved busstop,,56.21780,10.29370
Nord,"Skæring Strandvej 3, Kystcentret",Holcher,2 gange,ved busstop,,56.21784,10.29350
Nord,Tålforvej / Kystparkvej,RM 70,1 gang,ved affaldsø,,56.21768,10.29198
Nord,Skæring Strandvej 40,Holcher,2 gange,ved busstop,,56.22085,10.29788
Nord,Skæring Strandvej v/Vesttoften 5,Holcher,2 gange,ved busstop,,56.22086,10.29765
Nord,overfor Skæring Strandvej 52,Holcher,2 gange,ved buslomme,,56.22536,10.30322
Nord,Skæring Strandvej/Skæring Havvej,Holcher,2 gange,busvej,,56.22733,10.30617
Nord,Skæring Hedevej 36,Holcher,2 gange,ved busstop,,56.23120,10.29755
Nord,Skæring Hedevej o.f. 36,Holcher,2 gange,ved busstop,,56.23119,10.29734
Nord,Skæring Hedevej o.f.102,Holcher,2 gange,ved busstop,,56.23396,10.30179
Nord,Skæring Hedevej o.f. 184,Holcher,2 gange,ved busstop,,56.23355,10.30567
Nord,Skæring Hedevej v/Skæringvangen 8,Holcher,2 gange,ved busstop,,56.23352,10.30973
Nord,Skæring Busvej / Skæring Hedevej,Holcher,2 gange,ved busstop,,56.23334,10.31304
Nord,Skæring Busvej / Strandvangsvej 55,Holcher,2 gange,ved busstop,,56.22967,10.31418
Nord,Strandvangsvej 93,lille med huller,2 gange,ved busstop,,56.23041,10.32100
Nord,Strandvangsvej 88,lille med huller,2 gange,ved busstop,,56.23028,10.32066
Nord,Strandvangsvej  o.f. 116,lille med huller,2 gange,ved busstop,,56.23149,10.32618
Nord,Plantagevej / Hejrevej 1,RM 70,2 gange,ved busstop,,56.23529,10.32948
Nord,Åstrup Strandvej / Ellestien 2,RM 30,2 gange,ved busstop,,56.23991,10.33199
Nord,Åstrup Strandvej 51,RM 30,2 gange,ved busstop,,56.24188,10.33337
Nord,Åstrup Strandvej  o.f. 68,lille med huller,2 gange,ved busstop,,56.24531,10.33457
Nord,Præstekravevej 1,RM 30,2 gange,ved busstop,,56.25771,10.33598
Nord,Ønsbækvej 12 B,RM 30,2 gange,ved busstop,,56.25838,10.34175
Nord,Grenåvej ved Engskovbakken,RM 30,2 gange,ved busstop,,56.25774,10.30430
Nord,Grenåvej / Kirkepladsen,RM 70,2 gange,ved busstop,,56.26261,10.30738
Nord,Grenåvej 748 B v/ P.plads,RM 70,2 gange,ved busstop,,56.27578,10.31531
Nord,Segaltvej 33,lille med huller,2 gange,ved busstop,,56.27902,10.31161
Nord,Segaltvej 395,lille med huller,2 gange,ved busstop,,56.28473,10.31274
Nord,Segaltvej overfor Kirkeholtgård,RM 30,2 gange,ved busstop,,56.28498,10.32068
Nord,Vosnæsvej v/ nr. 24,SvingLine,2 gange,langs stranden,Om vinteren 1 gang,56.28381,10.38263
Nord,Vosnæsvej v/ nr. 24,SvingLine,2 gange,langs stranden,Om vinteren 1 gang,56.28387,10.38278
Nord,Vosnæsvej v/ nr. 24,SvingLine,2 gange,langs stranden,Om vinteren 1 gang,56.28481,10.38176
Nord,Vosnæsvej v/ nr. 24,SvingLine,2 gange,langs stranden,Om vinteren 1 gang,56.28486,10.38193
Nord,Grenåvej 793C v/ møllen,RM 30,2 gange,ved busstop,,56.28051,10.32043
Nord,Grenåvej 745 / Vorrevej,RM 70,2 gange,ved busstop,,56.27600,10.31521
Nord,Grenåvej 719,RM 30,2 gange,ved busstop,,56.27306,10.31194
Nord,Grenåvej 701,RM 30,2 gange,ved busstop,,56.27081,10.31032
Nord,Grenåvej 681 (Kløvergården),RM 30,2 gange,ved busstop,,56.26456,10.30848
Nord,Grenåvej 651,RM 512,2 gange,ved busstop,,56.26191,10.30669
Nord,Grenåvej o.f. 650,RM 30,2 gange,ved busstop,,56.25951,10.30513
Nord,Grenåvej  v/ Bakketoften,RM 30,2 gange,ved busstop,,56.25640,10.30359
Nord,Bredevej / Skæring Havvej,RM 70,2 gange,ved købmand,,56.23087,10.29535
Nord,Høvej / Stokbrovej 186,RM 30,1 gang,ved busstop,,56.23681,10.20460
Nord,Høvej / Elev Tværvej,RM 30,1 gang,bus endestation,,56.24012,10.20084
Nord,Grenåvej 137,Holcher,1 gang,ved busstop,ved tankstation,56.18846,10.21806
Nord,Grenåvej 115,Holcher,1 gang,ved busstop,,56.18533,10.21787
Nord,Grenåvej 25-27 / Risvang Allé,Holcher,1 gang,ved busstop,,56.18049,10.21790
Nord,Aldersrovej 32,Holcher,2 gange,ved busstop,,56.17357,10.21079
Nord,Bethesdavej 14,Holcher,2 gange,ved busstop,,56.17681,10.21059
Nord,Bethesdavej o.f. Kristtornvej,RM 70,2 gange,på stander,ved taxi-tavle,56.18003,10.20960
Nord,Bethesdavej 30,Holcher,2 gange,ved busstop,,56.18103,10.20921
Nord,Nydamsvej 4,Holcher,2 gange,ved busstop,,56.18688,10.19529
Nord,Vorregårds Allé 127,Holcher,1 gang,ved busstop,,56.18731,10.19731
Nord,Vorregårds Allé 132,RM 512,1 gang,ved busstop,,56.18725,10.19788
Nord,Risvang Allé / Vejlby Ringvej,Holcher,2 gange,ved busstop,,56.18376,10.20350
Nord,Bethesdavej 71,Holcher,2 gange,ved busstop,,56.18282,10.20834
Nord,Bethesdavej / Nordvestpass. 23,Holcher,2 gange,ved busstop,,56.18062,10.20908
Nord,Bethesdavej o.f. 12,Holcher,2 gange,ved busstop,,56.17642,10.21047
Nord,Paludan Müllers Vej 24 / V.  Ringgade,Holcher,2 gange,ved busstop,Vanggård Centret,56.16806,10.19036
Nord,Paludan Müllers Vej / Finlandsgade,Holcher,2 gange,ved busstop,Storcenter Nord,56.16906,10.18886
Nord,overfor Paludan Müllersgade 109,Holcher,2 gange,ved busstop,,56.17067,10.18625
Nord,Paludan Müllers Vej / Porsgrunnsv.,Holcher,2 gange,bus endestation,,56.17881,10.17651
Nord,Paludan Müllers Vej / Hasle Ringvej,Holcher,2 gange,ved busstop,,56.17622,10.17935
Nord,Paludan Müllers Vej / Ekkodalen,Holcher,2 gange,ved busstop,,56.17239,10.18357
Nord,Paludan Müllers Vej 89,Holcher,2 gange,ved busstop,,56.16989,10.18703
Nord,Paludan Müllers Vej 41,Holcher,2 gange,ved busstop,,56.16838,10.18940
Nord,Brendstrupvej 119,Holcher,1 gang,bus endestation,buslomme,56.17769,10.18353
Nord,Brendstrupvej 83,Holcher,2 gange,ved busstop,,56.17634,10.19052
Nord,Brendstrupvej / Randersvej,Holcher,2 gange,ved busstop,Stjernepladsen,56.17442,10.20255
Nord,Brendstrupvej / Langelandsgade,RM 70,2 gange,v/ affaldsø,Stjernepladsen,56.17431,10.20244
Nord,Brendstrupvej / Langelandsgade,SvingLine,2 gange,ved bænk,Stjernepladsen,56.17422,10.20248
Nord,Randersvej 462,Holcher,2 gange,ved busstop,v/ Univeristetet,56.17227,10.20459
Nord,Randersvej / F. Thomsens Gade,Holcher,2 gange,ved busstop,Stjernepladsen,56.17448,10.20309
Nord,Randersvej / F. Thomsens Gade,RM 70,2 gange,på stander,Stjernepladsen,56.17427,10.20327
Nord,Funch Thomsens Gade / Finsensg.,RM 70,2 gange,v/ affaldsø,,56.17478,10.20583
Nord,Funch Thomsens Gade / Finsensg.,RM 70,2 gange,v/ affladsø,,56.17477,10.20591
Nord,Skovvangsvej 22,RM 70,1 gang,på trappegelænder,tunnel under Randersvej,56.17659,10.20197
Nord,Randersvej 80 / Skovvangsvej,Holcher,2 gange,ved busstop,,56.17698,10.20126
Nord,Randersvej 150,Holcher,2 gange,ved busstop,,56.17904,10.19993
Nord,Graham Bells Vej 9-11,RM 70,2 gange,ved busstop,,56.20441,10.18164
Nord,Graham Bells Vej 3,RM 30,1 gang,ved busstop,,56.20213,10.18336
Nord,Samuel Moses Vej 32,RM 70,1 gang,ved busstop,v/ Plejehjemmet Caritas,56.20200,10.18793
Nord,"Brendstrupgårdsvej, indg.9-10",Holcher,2 gange,ved busstop,Skejby Sygehus,56.19356,10.17030
Nord,"Brendstrupgårdsvej, indg.9-10",RM 70,2 gange,ved busstop,Skejby Sygehus,56.19354,10.17019
Nord,"Brendstrupgårdsvej, indg. 6-7",Holcher,2 gange,ved busstop,Skejby Sygehus,56.19270,10.17378
Nord,"Brendstrupgårdsvej, indg. 2-3",Holcher,2 gange,ved busstop,Skejby Sygehus,56.19023,10.17549
Nord,Olof Palmes Allé 35,Holcher,2 gange,ved busstop,,56.18959,10.18387
Nord,Olof Palmes Allé 13,Holcher,1 gang,ved busstop,,56.18735,10.18812
Nord,Olof Palmes Allé 11,Holcher,2 gange,ved busstop,,56.18613,10.18905
Nord,Halmstadgade o.f. 6,Holcher,2 gange,ved busstop,,56.18394,10.19054
Nord,Halmstadgade 6,Holcher,2 gange,ved busstop,,56.18413,10.19066
Nord,Halmstadgade o.f. 9,Holcher,1 gang,ved busstop,overfor Skjøtehallen,56.18210,10.18909
Nord,Halmstadgade 9,Holcher,1 gang,ved busstop,ved Skøjtehallen,56.18162,10.18836
Nord,Randersvej / Hasle Ringvej,Holcher,2 gange,ved busstop,,56.18195,10.19742
Nord,Randersvej 77 A,Holcher,2 gange,ved busstop,,56.17746,10.20044
Nord,Norges Alle 1 / Randersvej,RM 70,1 gang,på gelænder,tunnel under Randersvej,56.17678,10.20074
Nord,v/ Randersvej 69 / Norges Alle,RM 70,1 gang,på gelænder,tunnel under Randersvej,56.17670,10.20096
Nord,Randersvej 19,Holcher,2 gange,ved busstop,,56.17391,10.20292
Nord,Grenåvej 122 / Asylvej 1,RM 30,1 gang,ved busstop,,56.18603,10.21844
Nord,Skejby Busvej / sti ml. 29 og 31,RM 30,1 gang,ved busstop,,56.19990,10.19335
Nord,Skejby Busvej / sti v. 95,RM 30,1 gang,ved busstop,,56.19806,10.19432
Nord,Skejby Busvej / sti v. 68-82,RM 30,1 gang,ved busstop,,56.19575,10.19517
Nord,Sti fra Skejby Busvej til Næringen,RM 70,1 gang,på stander,nærmest busvej,56.19425,10.19669
Nord,Sti fra Skejby Busvej til Næringen,RM 70,1 gang,på stander,nærmest Næringen,56.19455,10.19761
Nord,Skejby Busvej / sti til Næringen,RM 70,1 gang,ved busstop,,56.19391,10.19611
Nord,Skejby Busvej / sti v 263-269,RM 70,1 gang,ved busstop,,56.19136,10.19820
Nord,Skejby Busvej / sti ved Nydamsvej,RM 30,1 gang,ved busstop,,56.18962,10.19983
Nord,Vejlby Centervej / Grenåvej,RM 70,3 gange,ved busstop,,56.19606,10.21994
Nord,Vejlby Centervej / Grenåvej,holcher,3 gange,ved busstop,,56.19599,10.22011
Nord,Nordlandsvej o.f. Stålhøjen,Holcher,1 gang,ved busstop,,56.20029,10.22582
Nord,Nordlandsvej / Sindalsvej 37,RM 70,1 gang,v/ affaldsø,,56.20802,10.21789
Nord,Stenagervej v/Tornebakken 1,Holcher,2 gange,bus endestation,buslomme,56.20248,10.21305
Nord,Stenagervej før Vejlby Vænge,RM 70,1 gang,v/ affaldsø,,56.20026,10.21468
Nord,Stenagervej o.f. Flintebakken 2,holcher,1 gang,ved busstop,,56.20625,10.21124
Nord,Nordlandsvej v/ Enemærket 8,Holcher,1 gang,ved busstop,,56.20777,10.21795
Nord,Nordlandsvej o.f. 90,Holcher,1 gang,ved busstop,,56.20610,10.22426
Nord,Nordlandsvej v/ Espedalen 11,Holcher,1 gang,ved busstop,,56.20406,10.22592
Nord,Nordlandsvej / Stålhøjen,RM 70,1 gang,ved busstop,,56.20035,10.22513
Nord,Nordlandsvej / Jættehøjen,RM 70,1 gang,ved busstop,,56.19873,10.22077
Nord,"ved Kilehøjen 9, tunnel",RM 30,1 gang,på stander,tunnel u/ Vejlby Centervej,56.19688,10.21696
Nord,"ved Smedegade 19, tunnel",RM 30,1 gang,på stander,tunnel u/ Veljby Centervej,56.19650,10.21709
Nord,Skejbyvej / Vejlby Centervej,Holcher,1 gang,ved bussop,,56.19624,10.20902
Nord,Skejbyvej overfor Skejbygårdsvej,RM 70,1 gang,v/ affaldsø,,56.19860,10.20237
Nord,Skejbygårdsvej o.f. nr. 1,Holcher,1 gang,ved busstop,,56.19717,10.20053
Nord,Skejbygårdsvej v/ stiunderføring,Holcher,1 gang,ved busstop,,56.19615,10.19856
Nord,Skejbygårdscej / Skejby Vænge,Holcher,2 gange,ved busstop,,56.19506,10.19501
Nord,Skejbyparken 155,Holcher,2 gange,bus endestation,,56.19675,10.18654
Nord,Skejbyparken 1,Holcher,1 gang,ved busstop,,56.19405,10.18890
Nord,Skelagervej  nedenfor nr. 191,RM 30,1 gang,på stander,nedenfor trappe ved sti,56.19215,10.19640
Nord,Skelagervej / sti ved kirken,RM 70,1 gang,på stander,,56.19190,10.19369
Nord,Skejbygårdsvej / sti Skejby Busvej,Holcher,2 gange,ved busstop,,56.19491,10.19514
Nord,Skejbygårdsvej 37,Holcher,1 gang, ved busstop,,56.19614,10.19898
Nord,Skejbyvej / Skejbygårdsvej,Holcher,1 gang,ved busstop,,56.19827,10.20248
Nord,Vejlby Centervej / Skejbyvej,Holcher,1 gang,ved busstop,,56.19585,10.20868
Nord,Vejlby Centervej o.f. Hvidkildevej,Holcher,1 gang,ved busstop,overfor Idrætshøjskolen,56.19272,10.20502
Nord,Nydamsvej o.f. nr. 16,Holcher,1 gang,ved busstop,,56.18743,10.19616
Nord,Nehrus Allé v/ DR,Holcher,1 gang,ved busstop,,56.18638,10.19294
Nord,Nehrus Allé overfor DR,Holcher,1 gang,ved busstop,,56.18620,10.19283
Nord,Vejlby Centervej / sti Idrætshøjsk.,Holcher,1 gang,ved busstop,,56.19232,10.20522
Nord,Vejlby Centervej  v/ Filosofgangen,Holcher,1 gang,ved busstop,,56.19542,10.20865
Nord,"sti Tjelevej, underføring Grenåvej",RM 512,1 gang,på gelænder,"midt, trappenedgang",56.18919,10.21791
Nord,"sti Tjelevej, underføring Grenåvej",RM 512,1 gang,på gelænder,"midt, trappeopgang",56.18929,10.21891
Nord,"sti Tjelevej, underføring Grenåvej",RM 512,1 gang,på gelænder,overfor trappeopgang,56.18935,10.21889
Nord,Skolevangs Allé / Grenåvej,Holcher,1 gang,ved busstop,,56.19507,10.22084
Nord,Skolevangs Allé 6A / Alsvej,Holcher,1 gang,ved busstop,,56.19322,10.22406
Nord,Vestre Strandallé 104,Holcher,1 gang,ved busstop,,56.19262,10.23134
